label,review,review_,senti_words,sum,sum_senti_words
1,"scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf","scotland look wonderful , the fan be often funny fanatic , the showdown sure beat a bad day of golf",wonderful funny bad,20,3
0,"while this film has an 'a' list cast and some strong supporting players , the tale like its central figure , vivi is just a little bit hard to love","while this film ha an 'a' list cast and some strong support player , the tale like it central figure , vivi be just a little bite hard to love",some strong support like central just hard love,30,8
0,"it 's push the limits teen comedy , the type written by people who ca n't come up with legitimate funny , and it 's used so extensively that good bits are hopelessly overshadowed","it 's push the limit teen comedy , the type write by people who ca n't come up with legitimate funny , and it 's use so extensively that good bite be hopelessly overshadow",legitimate funny so extensive good hopeless sly,34,7
0,"all of the elements are in place for a great film noir , but director george hickenlooper 's approach to the material is too upbeat","all of the element be in place for a great film noir , but director george hickenlooper 's approach to the material be too upbeat",ace great dire,25,3
1,polished korean political action film is just as good and bad as hollywood action epics is this progress \?,polish korean political action film be just a good and bad a hollywood action epic be this progress \?,politic just good bad epic,19,5
1,"the powerful success of read my lips with such provocative material shows why , after only three films , director co writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers","the powerful success of read my lip with such provocative material show why , after only three film , director co writer jacques audiard , though little know in this country , belong in the very top rank of french filmmaker",powerful dire long,41,3
1,"although life or something like it is very much in the mold of feel good movies , the cast and director stephen herek 's polished direction pour delightfully piquant wine from aged bottles","although life or something like it be very much in the mold of feel good movie , the cast and director stephen herek 's polish direction pour delightfully piquant wine from age bottle",thin like old good dire delightfully light,33,7
1,ahhhh revenge is sweet !,ahhhh revenge be sweet !,even sweet,5,2
0,"boy oh boy , it 's a howler","boy oh boy , it 's a howler",,8,0
1,stevens' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls,stevens' vibrant creative instinct be the difference between this and countless other flick about guy and doll,even creative,17,2
1,provides a very moving and revelatory footnote to the holocaust,provide a very move and revelatory footnote to the holocaust,,10,0
1,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people","hardly a masterpiece , but it introduce viewer to a good charitable enterprise and some interest real people",hard good charitable able real,18,5
0,this dubious product of a college spawned \( colgate u \) comedy ensemble known as broken lizard plays like a mix of cheech and chong and chips,this dubious product of a college spawn \( colgate u \) comedy ensemble know a break lizard play like a mix of cheech and chong and chip,dubious like mix,27,3
0,"the sort of picture in which , whenever one of the characters has some serious soul searching to do , they go to a picture perfect beach during sunset","the sort of picture in which , whenever one of the character ha some serious soul search to do , they go to a picture perfect beach during sunset",some serious arch perfect set,29,5
0,"this series should have died long ago , but they keep bringing it back another day as punishment for paying money to see the last james bond movie","this series should have die long ago , but they keep bring it back another day a punishment for pay money to see the last jam bond movie",long keep back,28,3
1,"this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese 's best in more than a decade","this be one of the most visually stun and thematically move epic in recent memory , and in spite of numerous minor flaw , scorsese 's best in more than a decade",stun epic minor best,32,4
